Year,Jursidiction,Beach ID,Beach Name,County,WaterbodyName,WaterbodyType,IsBeach ActBeach?,Tier,IsHistorical?,BeachLength (MI),IsDormant?,BeachAccess,BeachOwner,# ofdays inSwimSeason (SS),# ofhours inSSDay,SSStartDate,SSEndDate,SSMonitoringFrequency,MonitoringReportingFrequency[to EPA],AdvisoryReportingFrequency[to EPA],# ofActions,EarliestActionDate,LatestActionDate,# ofactions ofLT 1 dayduration,# ofactions of1 to LT 2 daysduration,# ofactions of2 to LT 3 daysduration,# ofactions of3 to LT 8 daysduration,# ofactions of8 to 30 daysduration,# ofactions ofGT 30 daysduration
2023,RI,RI706698,King Park Beach,NEWPORT,Atlantic Ocean,"Sound, Bay, or Inlet",Y,2,N,.08,N,Public,Public,92,12,06-01-2023,09-01-2023,2 per-month,1 per-year,1 per-year,1,07-JUN-2023 12:00AM,09-JUN-2023 12:00AM,,,1,,,
2023,RI,RI276487,Peabody's Beach,NEWPORT,Atlantic Ocean,"Sound, Bay, or Inlet",Y,1,N,.15,N,Public,Private,92,12,06-01-2023,09-01-2023,8 per-month,1 per-year,1 per-year,3,29-JUN-2023 12:00AM,02-SEP-2023 12:00AM,,,3,,,
2023,RI,RI695386,Sandy Point Beach,NEWPORT,Atlantic Ocean,"Sound, Bay, or Inlet",Y,1,N,.46,N,Public,Public,92,12,06-01-2023,09-01-2023,8 per-month,1 per-year,1 per-year,4,29-JUN-2023 12:00AM,22-AUG-2023 12:00AM,,,3,1,,
2023,RI,RI840021,Third  Beach,NEWPORT,Atlantic Ocean,"Sound, Bay, or Inlet",Y,1,N,.8,N,Public,Public,92,12,06-01-2023,09-01-2023,8 per-month,1 per-year,1 per-year,3,29-JUN-2023 12:00AM,17-AUG-2023 12:00AM,,2,1,,,
2023,RI,RI184319,Bonnet Shores Beach Club,WASHINGTON,Atlantic Ocean,"Sound, Bay, or Inlet",Y,2,N,.28,N,Private,Private,92,12,06-01-2023,09-01-2023,2 per-month,1 per-year,1 per-year,1,01-JUN-2023 12:00AM,05-JUN-2023 12:00AM,,,,1,,
2023,RI,RI606484,Scarborough State Beach - North,WASHINGTON,Atlantic Ocean,Open Coast,Y,1,N,.61,N,Public,Public,92,12,06-01-2023,09-01-2023,8 per-month,1 per-year,1 per-year,1,06-JUL-2023 12:00AM,08-JUL-2023 12:00AM,,,1,,,
2023,SC,SC842709,EDISTO ISLAND,CHARLESTON,Atlantic Ocean,Open Coast,Y,2,N,5.82,N,Public,Public,153,24,05-01-2023,10-01-2023,2 per-month,1 per-year,1 per-year,1,29-SEP-2023 12:00AM,30-SEP-2023 12:00AM,,1,,,,
2023,SC,SC230896,HORRY COUNTY BEACH ARCADIA BEACH,HORRY,Atlantic Ocean,Open Coast,Y,1,N,3.47,N,Public,Public,153,24,05-01-2023,10-01-2023,1 per-week,1 per-year,1 per-year,1,16-AUG-2023 12:00AM,17-AUG-2023 12:00AM,,1,,,,
2023,SC,SC445964,HORRY COUNTY BEACHES SOUTH CAROLINA STATE PARK,HORRY,Atlantic Ocean,Open Coast,Y,1,N,1.1,N,Public,Public,153,24,05-01-2023,10-01-2023,1 per-week,1 per-year,1 per-year,2,21-JUN-2023 12:00AM,08-JUL-2023 12:00AM,,2,,,,
2023,SC,SC618136,MYRTLE BEACH CITY OF,HORRY,Atlantic Ocean,Open Coast,Y,1,N,9.77,N,Public,Public,153,24,05-01-2023,10-01-2023,1 per-week,1 per-year,1 per-year,1,26-JUN-2023 12:00AM,28-JUN-2023 12:00AM,,,1,,,
2023,SC,SC934185,NORTH MYRTLE BEACH CITY OF,HORRY,Atlantic Ocean,Open Coast,Y,1,N,8.5,N,Public,Public,153,24,05-01-2023,10-01-2023,1 per-week,1 per-year,1 per-year,6,01-JUN-2023 12:00AM,08-SEP-2023 12:00AM,,6,,,,
2023,SC,SC447706,SURFSIDE BEACH TOWN OF,HORRY,Atlantic Ocean,Open Coast,Y,1,N,2.13,N,Public,Public,153,24,05-01-2023,10-01-2023,1 per-week,1 per-year,1 per-year,1,27-SEP-2023 12:00AM,28-SEP-2023 12:00AM,,1,,,,
2023,ST,ST854657,Fishing Docks,SKAGIT,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.076,N,Public,Public,91,24,06-01-2023,08-31-2023,5 per-month,1 per-year,1 per-year,1,17-OCT-2023 12:00AM,19-OCT-2023 12:00AM,,,1,,,
2023,ST,ST647986,Snee-Oosh Beach,SKAGIT,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.549,N,Public,Public,91,24,06-01-2023,08-31-2023,5 per-month,1 per-year,1 per-year,2,22-FEB-2023 12:00AM,19-OCT-2023 12:00AM,,,2,,,
2023,TX,TX748844,Rockport Beach Park,ARANSAS,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.85,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,5,25-APR-2023 12:00AM,21-NOV-2023 12:00AM,1,3,1,,,
2023,TX,TX384318,Bryan Beach,BRAZORIA,Gulf of America,Open Coast,Y,1,N,3.8,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,12-JUN-2023 12:00AM,16-JUN-2023 12:00AM,,1,1,,,
2023,TX,TX646145,Follets Island,BRAZORIA,Gulf of America,Open Coast,Y,1,N,10.28,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,10-APR-2023 12:00AM,14-APR-2023 12:00AM,,2,,,,
2023,TX,TX728060,Quintana,BRAZORIA,Gulf of America,Open Coast,Y,1,N,1.23,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,5,13-FEB-2023 12:00AM,19-JUN-2023 12:00AM,,2,3,,,
2023,TX,TX647885,Surfside,BRAZORIA,Gulf of America,Open Coast,Y,1,N,3.82,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,16-JAN-2023 12:00AM,18-JAN-2023 12:00AM,,1,,,,
2023,TX,TX868582,City of South Padre Island,CAMERON,Gulf of America,Open Coast,Y,1,N,3.97,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,14-MAR-2023 12:00AM,15-MAR-2023 12:00AM,,1,,,,
2023,TX,TX137781,Isla Blanca Park,CAMERON,Gulf of America,Open Coast,Y,1,N,.93,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,03-JAN-2023 12:00AM,04-JAN-2023 12:00AM,,1,,,,
2023,TX,TX710697,25th St.,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.8,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,4,25-APR-2023 12:00AM,07-OCT-2023 12:00AM,,3,1,,,
2023,TX,TX214299,45th St.,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.55,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,31-JAN-2023 12:00AM,05-OCT-2023 12:00AM,,1,2,,,
2023,TX,TX486021,61st St.,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.04,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,4,22-MAY-2023 12:00AM,05-OCT-2023 12:00AM,,1,3,,,
2023,TX,TX327206,Appfel Park,GALVESTON,Gulf of America,Open Coast,Y,1,N,2.06,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,21-NOV-2023 12:00AM,24-NOV-2023 12:00AM,,,1,,,
2023,TX,TX392019,Clara St.,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.54,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,7,13-MAR-2023 12:00AM,25-OCT-2023 12:00AM,,2,5,,,
2023,TX,TX393353,Dellanera Park,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.28,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,4,01-FEB-2023 12:00AM,13-OCT-2023 12:00AM,,3,1,,,
2023,TX,TX334226,Galveston Island State Park,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.51,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,11-OCT-2023 12:00AM,13-OCT-2023 12:00AM,,1,,,,
2023,TX,TX226514,Galveston Island State Park Backside,GALVESTON,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,16.25,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,5,19-APR-2023 12:00AM,09-OCT-2023 12:00AM,,1,3,1,,
2023,TX,TX860495,Gulf Shores,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.04,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,5,14-FEB-2023 12:00AM,09-JUN-2023 12:00AM,,1,4,,,
2023,TX,TX239942,Indian Beach,GALVESTON,Gulf of America,Open Coast,Y,1,N,2.29,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,01-FEB-2023 12:00AM,03-FEB-2023 12:00AM,,,1,,,
2023,TX,TX974690,Jamaica Beach,GALVESTON,Gulf of America,Open Coast,Y,1,N,.8,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,01-FEB-2023 12:00AM,25-MAY-2023 12:00AM,,,2,,,
2023,TX,TX669225,O'Neil Rd.,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.12,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,22-MAY-2023 12:00AM,24-MAY-2023 12:00AM,,,1,,,
2023,TX,TX751320,Pirates Beach,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.97,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,01-FEB-2023 12:00AM,13-OCT-2023 12:00AM,,1,2,,,
2023,TX,TX832087,Rettilon Road,GALVESTON,Gulf of America,Open Coast,Y,1,N,2.29,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,6,30-JAN-2023 12:00AM,23-AUG-2023 12:00AM,,,6,,,
2023,TX,TX284256,Rollover Pass East,GALVESTON,Gulf of America,Open Coast,Y,1,N,.89,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,4,13-MAR-2023 12:00AM,24-MAY-2023 12:00AM,,1,3,,,
2023,TX,TX341767,Rollover Pass West,GALVESTON,Gulf of America,Open Coast,Y,1,N,.69,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,13-MAR-2023 12:00AM,24-MAY-2023 12:00AM,,,2,,,
2023,TX,TX822495,San Luis Pass,GALVESTON,Gulf of America,Open Coast,Y,1,N,4.22,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,6,01-FEB-2023 12:00AM,13-OCT-2023 12:00AM,,,6,,,
2023,TX,TX767833,Sea Isle,GALVESTON,Gulf of America,Open Coast,Y,1,N,3.75,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,4,01-FEB-2023 12:00AM,13-OCT-2023 12:00AM,,1,3,,,
2023,TX,TX236175,Seadrift,GALVESTON,Gulf of America,Open Coast,Y,1,N,2.5,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,13-MAR-2023 12:00AM,10-MAY-2023 12:00AM,,,2,,,
2023,TX,TX163187,Spanish Grant/Bermuda Beach,GALVESTON,Gulf of America,Open Coast,Y,1,N,1.76,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,01-FEB-2023 12:00AM,13-OCT-2023 12:00AM,,1,1,,,
2023,TX,TX451421,Stewart Beach,GALVESTON,Gulf of America,Open Coast,Y,1,N,1,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,03-OCT-2023 12:00AM,05-OCT-2023 12:00AM,,,1,,,
2023,TX,TX164090,Texas City Dike,GALVESTON,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,5.12,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,11,21-MAR-2023 12:00AM,26-OCT-2023 12:00AM,,9,2,,,
2023,TX,TX426780,West End,GALVESTON,Gulf of America,Open Coast,Y,1,N,3.39,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,4,13-MAR-2023 12:00AM,26-MAY-2023 12:00AM,,1,3,,,
2023,TX,TX412536,Sylvan Beach Park,HARRIS,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.44,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,13,30-JAN-2023 12:00AM,13-OCT-2023 12:00AM,,7,4,2,,
2023,TX,TX831676,McFaddin NWR,JEFFERSON,Gulf of America,Open Coast,Y,1,N,18.64,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,25-JUL-2023 12:00AM,31-JUL-2023 12:00AM,,1,2,,,
2023,TX,TX095025,Sea Rim State Park,JEFFERSON,Gulf of America,Open Coast,Y,1,N,1,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,5,14-FEB-2023 12:00AM,08-SEP-2023 12:00AM,,3,2,,,
2023,TX,TX756029,Jetty Park,MATAGORDA,Gulf of America,Open Coast,Y,1,N,2.99,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,13-MAR-2023 12:00AM,12-JUL-2023 12:00AM,,,2,1,,
2023,TX,TX784742,Palacios Pavilion,MATAGORDA,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.64,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,15,24-APR-2023 12:00AM,06-DEC-2023 12:00AM,,6,6,3,,
2023,TX,TX259473,Cole Park,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,1.07,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,18,26-APR-2023 12:00AM,26-OCT-2023 12:00AM,4,8,5,1,,
2023,TX,TX305317,Corpus Christi Marina,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.66,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,5,05-JUL-2023 12:00AM,07-OCT-2023 12:00AM,3,1,1,,,
2023,TX,TX199413,Emerald Beach,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.11,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,29-MAR-2023 12:00AM,18-MAY-2023 12:00AM,,2,1,,,
2023,TX,TX607336,JP Luby Park,NUECES,Gulf of America,Open Coast,Y,1,N,2.11,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,22-AUG-2023 12:00AM,23-AUG-2023 12:00AM,,1,,,,
2023,TX,TX538780,Lighthouse Lake,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.05,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,04-OCT-2023 12:00AM,05-OCT-2023 12:00AM,,1,,,,
2023,TX,TX551380,Mustang Island State Park,NUECES,Gulf of America,Open Coast,Y,1,N,4.56,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,1,22-AUG-2023 12:00AM,23-AUG-2023 12:00AM,,1,,,,
2023,TX,TX546628,North Beach - Main,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,1.42,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,19-JUL-2023 12:00AM,03-OCT-2023 12:00AM,2,1,,,,
2023,TX,TX314643,Padre Bali Park,NUECES,Gulf of America,Open Coast,Y,1,N,2.69,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,10-MAY-2023 12:00AM,04-AUG-2023 12:00AM,1,1,,1,,
2023,TX,TX682648,Poenisch Park,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.06,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,10,15-MAR-2023 12:00AM,26-OCT-2023 12:00AM,1,7,2,,,
2023,TX,TX315916,Port Aransas - South,NUECES,Gulf of America,Open Coast,Y,1,N,3.49,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,01-MAY-2023 12:00AM,24-MAY-2023 12:00AM,2,,,,,
2023,TX,TX722300,Port Aransas Park,NUECES,Gulf of America,Open Coast,Y,1,N,.68,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,3,23-MAY-2023 12:00AM,25-JUL-2023 12:00AM,3,,,,,
2023,TX,TX821303,Ropes Park,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.2,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,23,26-APR-2023 12:00AM,26-OCT-2023 12:00AM,6,12,5,,,
2023,TX,TX149569,University Beach,NUECES,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.24,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,2,15-MAR-2023 12:00AM,03-OCT-2023 12:00AM,,2,,,,
2023,TX,TX139394,Nueces Bay Causeway #3,SAN PATRICIO,Gulf of America,"Sound, Bay, or Inlet",Y,1,N,.14,N,Public,Public,365,24,01-01-2023,12-31-2023,40 per-year,1 per-year,1 per-year,4,02-OCT-2023 12:00AM,07-OCT-2023 12:00AM,1,3,,,,
2023,VA,VA153278,GUARD SHORE,ACCOMACK,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.435,N,Public,Public,105,24,05-23-2023,09-05-2023,4 per-month,1 per-year,1 per-year,1,07-JUN-2023 12:00AM,08-JUN-2023 12:00AM,,1,,,,
2023,VA,VA623963,FORT MONROE,HAMPTON,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.498,N,Public,Public,112,24,05-23-2023,09-12-2023,4 per-month,1 per-year,1 per-year,1,21-JUN-2023 12:00AM,27-JUN-2023 12:00AM,,,,1,,
2023,VA,VA938661,SALT PONDS,HAMPTON,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.775,N,Public,Public,112,24,05-23-2023,09-12-2023,4 per-month,1 per-year,1 per-year,1,30-AUG-2023 12:00AM,31-AUG-2023 12:00AM,,1,,,,
2023,VA,VA818754,FESTIVAL  BEACH,MATHEWS,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.646,N,Public,Public,99,24,05-23-2023,08-30-2023,4 per-month,1 per-year,1 per-year,1,30-AUG-2023 12:00AM,31-AUG-2023 12:00AM,,1,,,,
2023,VA,VA523358,ANDERSON'S BEACH,NEWPORT NEWS,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.226,N,Public,Public,99,24,05-23-2023,08-30-2023,4 per-month,1 per-year,1 per-year,1,30-AUG-2023 12:00AM,31-AUG-2023 12:00AM,,1,,,,
2023,VA,VA747818,HILTON BEACH,NEWPORT NEWS,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.072,N,Public,Public,100,24,05-23-2023,08-31-2023,4 per-month,1 per-year,1 per-year,8,07-JUN-2023 12:00AM,31-AUG-2023 12:00AM,,4,2,2,,
2023,VA,VA747813,HUNTINGTON BEACH,NEWPORT NEWS,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.163,N,Public,Public,99,24,05-23-2023,08-30-2023,4 per-month,1 per-year,1 per-year,4,07-JUN-2023 12:00AM,31-AUG-2023 12:00AM,,4,,,,
2023,VA,VA722627,KING/LINCOLN PARK,NEWPORT NEWS,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.227,N,Public,Public,99,24,05-23-2023,08-30-2023,4 per-month,1 per-year,1 per-year,5,24-MAY-2023 12:00AM,31-AUG-2023 12:00AM,,4,,1,,
2023,VA,VA912105,"10TH VIEW, BEHIND QUALITY INN,1010 W OCEAN VIEW AVE",NORFOLK,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.803,N,Public,Public,111,24,05-23-2023,09-11-2023,4 per-month,1 per-year,1 per-year,2,13-JUN-2023 12:00AM,02-AUG-2023 12:00AM,,2,,,,
2023,VA,VA938849,"CAPEVIEW AVE., NORTH END",NORFOLK,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.803,N,Public,Public,112,24,05-22-2023,09-11-2023,4 per-month,1 per-year,1 per-year,1,01-AUG-2023 12:00AM,02-AUG-2023 12:00AM,,1,,,,
2023,VA,VA536165,NORTH COMMUNITY BEACH,NORFOLK,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.803,N,Public,Public,112,24,05-22-2023,09-11-2023,4 per-month,1 per-year,1 per-year,2,21-JUN-2023 12:00AM,26-JUL-2023 12:00AM,,1,1,,,
2023,VA,VA509547,"OCEAN VIEW PARK, EAST SIDE OF PARKING LOT",NORFOLK,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.803,N,Public,Public,112,24,05-22-2023,09-11-2023,4 per-month,1 per-year,1 per-year,3,21-JUN-2023 12:00AM,16-AUG-2023 12:00AM,,2,1,,,
2023,VA,VA742733,"SARAH CONSTANT PARK, EAST END",NORFOLK,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.803,N,Public,Public,112,24,05-22-2023,09-11-2023,4 per-month,1 per-year,1 per-year,2,21-JUN-2023 12:00AM,26-JUL-2023 12:00AM,,1,1,,,
2023,VA,VA963844,TOWN OF CAPE CHARLES PUBLIC BEACH,NORTHAMPTON,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.54,N,Public,Public,105,24,05-23-2023,09-05-2023,4 per-month,1 per-year,1 per-year,1,31-MAY-2023 12:00AM,01-JUN-2023 12:00AM,,1,,,,
2023,VA,VA323310,15TH STREET,VIRGINIA BEACH,Atlantic Ocean,Open Coast,Y,1,N,.963,N,Public,Public,133,24,05-16-2023,09-26-2023,4 per-month,1 per-year,1 per-year,1,30-AUG-2023 12:00AM,31-AUG-2023 12:00AM,,1,,,,
2023,VA,VA718451,CHICK'S BEACH,VIRGINIA BEACH,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.964,N,Public,Public,133,24,05-16-2023,09-26-2023,4 per-month,1 per-year,1 per-year,1,30-AUG-2023 12:00AM,31-AUG-2023 12:00AM,,1,,,,
2023,VA,VA723069,CROATAN,VIRGINIA BEACH,Atlantic Ocean,Open Coast,Y,1,N,.953,N,Public,Public,133,24,05-16-2023,09-26-2023,4 per-month,1 per-year,1 per-year,1,28-JUN-2023 12:00AM,29-JUN-2023 12:00AM,,1,,,,
2023,VA,VA960898,FIRST LANDING STATE PARK,VIRGINIA BEACH,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,.848,N,Public,Public,133,24,05-16-2023,09-26-2023,4 per-month,1 per-year,1 per-year,1,02-AUG-2023 12:00AM,03-AUG-2023 12:00AM,,1,,,,
2023,VA,VA532597,SEA GATE,VIRGINIA BEACH,Chesapeake Bay,"Sound, Bay, or Inlet",Y,1,N,1.15,N,Public,Public,133,24,05-16-2023,09-26-2023,4 per-month,1 per-year,1 per-year,1,30-AUG-2023 12:00AM,31-AUG-2023 12:00AM,,1,,,,
2023,WA,WA600271,Freeland County Park/ Holmes Harbor,ISLAND,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.358,N,Public,Public,106,24,06-01-2023,09-15-2023,1 per-week,1 per-year,1 per-year,1,01-JUN-2023 12:00AM,15-SEP-2023 12:00AM,,,,,,1
2023,WA,WA896421,Windjammer Park,ISLAND,Pacific Ocean,"Sound, Bay, or Inlet",Y,2,N,.551,N,Public,Public,365,24,01-01-2023,12-31-2023,0 per-year,0 per-year,1 per-year,1,01-JAN-2023 12:00AM,31-DEC-2023 12:00AM,,,,,,1
2023,WA,WA847187,Cormorant Cove,KING,Pacific Ocean,"Sound, Bay, or Inlet",Y,3,N,.037,N,Public,Public,0,24,01-11-2023,01-11-2023,0 per-year,0 per-year,1 per-year,1,11-JAN-2023 12:00AM,17-JAN-2023 12:00AM,,,,1,,
2023,WA,WA160611,Lincoln Park,KING,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,1.025,N,Public,Public,105,24,05-22-2023,09-04-2023,1 per-week,1 per-year,1 per-year,1,21-JUN-2023 12:00AM,28-JUN-2023 12:00AM,,,,1,,
2023,WA,WA726327,Richey Viewpoint,KING,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.331,N,Public,Public,105,24,05-22-2023,09-04-2023,1 per-week,1 per-year,1 per-year,1,12-JAN-2023 12:00AM,17-JAN-2023 12:00AM,,,,1,,
2023,WA,WA175620,Indianola Dock,KITSAP,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.015,N,Public,Public,105,24,05-22-2023,09-04-2023,1 per-week,1 per-year,1 per-year,1,07-JUL-2023 12:00AM,11-JUL-2023 12:00AM,,,,1,,
2023,WA,WA411790,Joel Pritchard Park,KITSAP,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.837,N,Public,Public,105,24,05-22-2023,09-04-2023,1 per-week,1 per-year,1 per-year,1,07-JUL-2023 12:00AM,19-JUL-2023 12:00AM,,,,,1,
2023,WA,WA369081,Pomeroy Park - Manchester Beach,KITSAP,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.045,N,Public,Public,105,24,05-22-2023,09-04-2023,1 per-week,1 per-year,1 per-year,1,07-JUL-2023 12:00AM,11-JUL-2023 12:00AM,,,,1,,
2023,WA,WA113345,Walker County Park,MASON,Pacific Ocean,"Sound, Bay, or Inlet",Y,2,N,.087,N,Public,Public,365,24,01-01-2023,12-31-2023,0 per-year,0 per-year,1 per-year,1,01-JAN-2023 12:00AM,31-DEC-2023 12:00AM,,,,,,1
2023,WA,WA664326,Jack Hyde Park,PIERCE,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.276,N,Public,Public,105,24,05-22-2023,09-04-2023,1 per-week,1 per-year,1 per-year,1,29-JUN-2023 12:00AM,06-JUL-2023 12:00AM,,,,1,,
2023,WA,WA465917,Titlow Park,PIERCE,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.976,N,Public,Public,105,24,05-22-2023,09-04-2023,0 per-year,1 per-year,1 per-year,1,21-JUL-2023 12:00AM,16-AUG-2023 12:00AM,,,,,1,
2023,WA,WA207419,Edmonds Marina Beach Dog Park,SNOHOMISH,Pacific Ocean,"Sound, Bay, or Inlet",Y,2,N,.112,N,Public,Public,365,24,01-01-2023,12-31-2023,0 per-year,0 per-year,1 per-year,1,01-JAN-2023 12:00AM,31-DEC-2023 12:00AM,,,,,,1
2023,WA,WA835793,Squaxin Park,THURSTON,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,1.488,N,Public,Public,105,24,05-22-2023,09-04-2023,1 per-week,1 per-year,1 per-year,1,01-JAN-2023 12:00AM,31-DEC-2023 12:00AM,,,,,,1
2023,WA,WA850551,West Bay Park,THURSTON,Pacific Ocean,"Sound, Bay, or Inlet",Y,2,N,.479,N,Public,Public,365,24,01-01-2023,12-31-2023,0 per-year,0 per-year,1 per-year,1,01-JAN-2023 12:00AM,31-DEC-2023 12:00AM,,,,,,1
